0 0:31:28, ,3.53,46.76,-467.60, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:31:36, ,3.53,46.72,-467.20, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:31:44, ,3.53,46.72,-467.20, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:31:52, ,3.53,46.72,-467.20, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:32:0, ,3.53,46.68,-466.80, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:32:8, ,3.53,46.68,-466.80, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:32:16, ,3.53,46.68,-466.80, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:32:24, ,3.53,46.64,-466.40, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:32:32, ,3.53,46.64,-466.40, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:32:40, ,3.53,46.64,-466.40, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:32:48, ,3.53,46.64,-466.40, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:32:56, ,3.53,46.60,-466.00, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:4, ,3.53,46.60,-466.00, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:12, ,3.53,46.60,-466.00, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:20, ,3.53,46.56,-465.60, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:28, ,3.53,46.56,-465.60, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:36, ,3.53,46.56,-465.60, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:44, ,3.53,46.56,-465.60, ,11.42,29.76,-297.60, ,3.81,24.96,249.60
0 0:33:52, ,3.53,46.52,-465.20, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:0, ,3.53,46.52,-465.20, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:8, ,3.53,46.52,-465.20, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:16, ,3.53,46.48,-464.80, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:24, ,3.54,46.48,-464.80, ,11.42,29.72,-297.20, ,3.82,25.00,250.00
0 0:34:32, ,3.53,46.48,-464.80, ,11.42,29.72,-297.20, ,3.81,24.96,249.60
0 0:34:40, ,3.54,46.48,-464.80, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:48, ,3.53,46.48,-464.80, ,11.42,29.72,-297.20, ,3.81,25.00,250.00
0 0:34:56, ,3.54,46.48,-464.80, ,11.42,29.68,-296.80, ,3.81,25.00,250.00
0 0:35:4, ,3.53,46.44,-464.40, ,11.42,29.68,-296.80, ,3.81,24.96,249.60
0 0:35:12, ,3.53,46.44,-464.40, ,11.42,29.68,-296.80, ,3.81,24.96,249.60
0 0:35:20, ,3.53,46.40,-464.00, ,11.42,29.68,-296.80, ,3.81,24.96,249.60
0 0:35:28, ,3.53,46.40,-464.00, ,11.42,29.68,-296.80, ,3.81,24.96,249.60
0 0:35:36, ,3.53,46.40,-464.00, ,11.42,29.64,-296.40, ,3.81,24.96,249.60
0 0:35:44, ,3.53,46.36,-463.60, ,11.42,29.68,-296.80, ,3.81,24.96,249.60
